eta,pathway,factor,criterion,median_SRE,T_sci_SRE,pass_sci_SRE
0.5,h_T->C7,h_T,C7,0.41666922639021303,0.37338001554965855,True
0.6,h_D->C1,h_D,C1,0.5876233299350232,0.5562447848993066,True
0.6,h_D->C2,h_D,C2,0.3801985087062289,0.334436750485118,True
0.6,h_D->C3,h_D,C3,0.45432069581126056,0.2848777950083017,True
0.6,h_D->C4,h_D,C4,0.31646362380112836,0.29284425142171366,True
0.6,h_D->C6,h_D,C6,0.445387051912262,0.43161186520741024,True
0.6,h_D->C7,h_D,C7,0.2776707050385208,0.2525758990201667,True
0.6,h_E->C6,h_E,C6,0.30587076824712495,0.29686897119970923,True
0.6,h_I->C2,h_I,C2,0.26006318751541563,0.212043213358731,True
0.6,h_I->C4,h_I,C4,0.3223263673724079,0.29490518692082546,True
0.6,h_I->C5,h_I,C5,0.541579631350991,0.4552711586651893,True
0.6,h_T->C3,h_T,C3,0.29397213671872346,0.18699477333676978,True
0.6,h_T->C7,h_T,C7,0.4085633435159641,0.37338001554965855,True
0.7,h_D->C1,h_D,C1,0.5923726863837858,0.5562447848993066,True
0.7,h_D->C2,h_D,C2,0.3748657840547034,0.334436750485118,True
0.7,h_D->C3,h_D,C3,0.4593039706194739,0.2848777950083017,True
0.7,h_D->C4,h_D,C4,0.33118761626655585,0.29284425142171366,True
0.7,h_D->C6,h_D,C6,0.4310757378881813,0.43161186520741024,False
0.7,h_D->C7,h_D,C7,0.27217431215760646,0.2525758990201667,True
0.7,h_E->C6,h_E,C6,0.29465185300538876,0.29686897119970923,False
0.7,h_I->C2,h_I,C2,0.2496242415394149,0.212043213358731,True
0.7,h_I->C4,h_I,C4,0.3374000632012879,0.29490518692082546,True
0.7,h_I->C5,h_I,C5,0.5529026895570919,0.4552711586651893,True
0.7,h_T->C3,h_T,C3,0.2983366008304536,0.18699477333676978,True
0.7,h_T->C7,h_T,C7,0.4041061624220884,0.37338001554965855,True
0.8,h_D->C1,h_D,C1,0.5874799469237763,0.5562447848993066,True
0.8,h_D->C2,h_D,C2,0.3624627414477493,0.334436750485118,True
0.8,h_D->C3,h_D,C3,0.4645366306501999,0.2848777950083017,True
0.8,h_D->C4,h_D,C4,0.34573022107208407,0.29284425142171366,True
0.8,h_D->C6,h_D,C6,0.4240019952931033,0.43161186520741024,False
0.8,h_D->C7,h_D,C7,0.26696256126132983,0.2525758990201667,True
0.8,h_E->C6,h_E,C6,0.28226132103944007,0.29686897119970923,False
0.8,h_I->C2,h_I,C2,0.2459112805503712,0.212043213358731,True
0.8,h_I->C4,h_I,C4,0.34933116117676005,0.29490518692082546,True
0.8,h_I->C5,h_I,C5,0.5564704090493418,0.4552711586651893,True
0.8,h_T->C3,h_T,C3,0.2995142998745664,0.18699477333676978,True
0.8,h_T->C7,h_T,C7,0.40094953817461854,0.37338001554965855,True
0.9,h_D->C1,h_D,C1,0.5807765157134603,0.5562447848993066,True
0.9,h_D->C2,h_D,C2,0.3579062394665147,0.334436750485118,True
0.9,h_D->C3,h_D,C3,0.43766991019132134,0.2848777950083017,True
0.9,h_D->C4,h_D,C4,0.3537966020304716,0.29284425142171366,True
0.9,h_D->C6,h_D,C6,0.42288670199097145,0.43161186520741024,False
0.9,h_D->C7,h_D,C7,0.2638246636468379,0.2525758990201667,True
0.9,h_E->C6,h_E,C6,0.28007224723085244,0.29686897119970923,False
0.9,h_I->C2,h_I,C2,0.24493187019824839,0.212043213358731,True
0.9,h_I->C4,h_I,C4,0.35848816763852565,0.29490518692082546,True
0.9,h_I->C5,h_I,C5,0.5599200430329293,0.4552711586651893,True
0.9,h_T->C3,h_T,C3,0.283748368714093,0.18699477333676978,True
0.9,h_T->C7,h_T,C7,0.3995685150662314,0.37338001554965855,True
1.0,h_D->C1,h_D,C1,0.5715916404295933,0.5562447848993066,True
1.0,h_D->C2,h_D,C2,0.3550792782051325,0.334436750485118,True
1.0,h_D->C3,h_D,C3,0.4165284428132329,0.2848777950083017,True
1.0,h_D->C4,h_D,C4,0.35060932481621093,0.29284425142171366,True
1.0,h_D->C6,h_D,C6,0.4141195646789557,0.43161186520741024,False
1.0,h_D->C7,h_D,C7,0.2605393107458061,0.2525758990201667,True
1.0,h_E->C6,h_E,C6,0.27695722248027244,0.29686897119970923,False
1.0,h_I->C2,h_I,C2,0.24022081916877558,0.212043213358731,True
1.0,h_I->C4,h_I,C4,0.3540274666789689,0.29490518692082546,True
1.0,h_I->C5,h_I,C5,0.5638223381622796,0.4552711586651893,True
1.0,h_T->C3,h_T,C3,0.2714143843114286,0.18699477333676978,True
1.0,h_T->C7,h_T,C7,0.39417184672386596,0.37338001554965855,True
