seed,rotation,factor,criterion,active_alternatives,re,sre,base_iqr
25004,0,h_D,C3,5,0.03826198728286544,0.3503270456079043,0.10921790870048606
25004,0,h_D,C4,6,0.03001311290385593,0.31931904862739413,0.09399098811220061
25004,0,h_D,C6,6,0.01981686692013665,0.3736977345446617,0.05302913314127833
25004,0,h_D,C7,6,0.021151933085433693,0.32841939481768173,0.06440524956465353
25004,0,h_E,C6,6,0.01366695918653365,0.2577254874196208,0.05302913314127833
25004,0,h_I,C2,6,0.027852237567805,0.20499279455372868,0.13586934910680445
25004,0,h_I,C4,6,0.02921004620434888,0.31077496673584243,0.09399098811220061
25004,0,h_I,C5,5,0.08016226162611428,0.6600400295127037,0.1214506060861743
25004,0,h_T,C3,5,0.026128879905983587,0.23923622248983847,0.10921790870048606
25004,0,h_T,C7,6,0.03206487470128699,0.49786119792301464,0.06440524956465353
25004,1,h_D,C1,6,0.06030293800662657,0.663863098666816,0.09083640607086663
25004,1,h_D,C2,6,0.04195366766958851,0.31758068751367463,0.1321039638704871
25004,1,h_D,C3,5,0.0382070565253342,0.3506829909651236,0.10895041250741275
25004,1,h_D,C4,6,0.029910042620530635,0.3366555469430693,0.08884464519235134
25004,1,h_D,C6,6,0.020094023849563478,0.4275588912208372,0.04699709036984385
25004,1,h_D,C7,6,0.021151148369099492,0.3037353158655691,0.06963677670645678
25004,1,h_E,C6,6,0.013573603733486678,0.2888179592902521,0.04699709036984385
25004,1,h_I,C2,6,0.0277573057785096,0.21011713021353667,0.1321039638704871
25004,1,h_I,C4,6,0.02954372319395005,0.33253240113294913,0.08884464519235134
25004,1,h_I,C5,5,0.0793845671761401,0.66619810716887,0.11916060151061231
25004,1,h_T,C3,5,0.026293274736165086,0.24133249366205764,0.10895041250741275
25004,1,h_T,C7,6,0.03204874569650154,0.46022729959397624,0.06963677670645678
25004,2,h_D,C1,6,0.0602478461751839,0.6135077999187176,0.09820224972290899
25004,2,h_D,C2,6,0.041970769123415616,0.3051406113315392,0.1375456676840327
25004,2,h_D,C3,5,0.03802974104862374,0.35065909491659203,0.1084521736341071
25004,2,h_D,C4,6,0.029800540411235157,0.3561929426383615,0.08366403946732628
25004,2,h_D,C6,6,0.020284081665005466,0.3632577772002489,0.05583935964421331
25004,2,h_D,C7,6,0.021057669469243846,0.29138455914388073,0.07226762300247537
25004,2,h_E,C6,6,0.013484455855059765,0.24148657758140474,0.05583935964421331
25004,2,h_I,C2,6,0.027959818886067838,0.20327662336914404,0.1375456676840327
25004,2,h_I,C4,6,0.029719010482246913,0.35521845073591024,0.08366403946732628
25004,2,h_I,C5,5,0.07958580318120509,0.6332957101607528,0.12566925987919625
25004,2,h_T,C3,5,0.026321574326949863,0.24270213721589526,0.1084521736341071
25004,2,h_T,C7,6,0.03217286656824796,0.44519060169864383,0.07226762300247537
25004,3,h_D,C1,6,0.060432047883299006,0.6404501126960042,0.0943587122317257
25004,3,h_D,C2,6,0.04216126305034383,0.2879982121803321,0.14639418325158302
25004,3,h_D,C3,5,0.03795071033700606,0.3131758666031012,0.12118018782331383
25004,3,h_D,C4,6,0.029705399210386507,0.3520954223395126,0.0843674678093105
25004,3,h_D,C6,6,0.020315039776080672,0.40082214515246917,0.050683426605464106
25004,3,h_D,C7,6,0.021116482143947873,0.3089228678144292,0.06835519265062526
25004,3,h_E,C6,6,0.013330904887335474,0.26302295996765274,0.050683426605464106
25004,3,h_I,C2,6,0.027856596393934785,0.19028485814816878,0.14639418325158302
25004,3,h_I,C4,6,0.02967439906153089,0.35172798036619984,0.0843674678093105
25004,3,h_I,C5,5,0.07964977799316256,0.6540740284897578,0.12177486725228644
25004,3,h_T,C3,5,0.026358469935437872,0.21751468130790647,0.12118018782331383
25004,3,h_T,C7,6,0.03218702094147924,0.4708789441282328,0.06835519265062526
25004,4,h_D,C1,6,0.06043220673293084,0.6047783411676135,0.09992455519430937
25004,4,h_D,C2,6,0.042367597254278445,0.30027245616795323,0.14109718152197231
25004,4,h_D,C3,5,0.03796211394998847,0.31064263354778665,0.12220509952584487
25004,4,h_D,C4,6,0.029794195515181032,0.38109243048247027,0.07818102153611374
25004,4,h_D,C6,6,0.020129331287631794,0.35343988494611356,0.05695263082814586
25004,4,h_D,C7,6,0.021196534035506087,0.303232946679857,0.06990181729026111
25004,4,h_E,C6,6,0.013402376238928147,0.23532497171437775,0.05695263082814586
25004,4,h_I,C2,6,0.027569048816467906,0.1953904997881147,0.14109718152197231
25004,4,h_I,C4,6,0.029584859068586794,0.37841484399819975,0.07818102153611374
25004,4,h_I,C5,5,0.08033191742794359,0.6892892669758134,0.1165431137201692
25004,4,h_T,C3,5,0.026166869502889566,0.21412256611387542,0.12220509952584487
25004,4,h_T,C7,6,0.03212727558056865,0.45960572736905214,0.06990181729026111
25004,5,h_D,C1,6,0.06024192509458899,0.6015478633819736,0.10014485756012859
25004,5,h_D,C2,6,0.042290340251347966,0.3046891279634799,0.13879832383160123
25004,5,h_D,C3,5,0.03774876275398338,0.32769652518790304,0.11519427229815857
25004,5,h_D,C4,6,0.029818882596269296,0.3470124199924502,0.08593030357982875
25004,5,h_D,C6,6,0.019758163481890585,0.37651819560306027,0.05247598578833059
25004,5,h_D,C7,6,0.021082225760118825,0.32042426652209133,0.06579472269259265
25004,5,h_E,C6,6,0.013555888305590142,0.2583255579039798,0.05247598578833059
25004,5,h_I,C2,6,0.02744082806054758,0.19770287783621074,0.13879832383160123
25004,5,h_I,C4,6,0.029348096808911935,0.34153372658931885,0.08593030357982875
25004,5,h_I,C5,5,0.08045133300793506,0.696300911218833,0.115541042257741
25004,5,h_T,C3,5,0.026142340558950393,0.2269413230117809,0.11519427229815857
25004,5,h_T,C7,6,0.0322598274689678,0.49031025815250356,0.06579472269259265
25005,0,h_D,C1,6,0.05625364759837569,0.5346033613759363,0.10522501664235362
25005,0,h_D,C2,6,0.04071615609527704,0.29774863628587095,0.13674674249687366
25005,0,h_D,C3,5,0.039142080798184764,0.4506906974700649,0.08684909854464859
25005,0,h_D,C4,6,0.03396359724789814,0.32731355482750063,0.10376471351902969
25005,0,h_D,C6,6,0.019463670387525164,0.47658630923254136,0.040839759787458865
25005,0,h_D,C7,6,0.02227951206941244,0.27380652053608373,0.08136954527422408
25005,0,h_E,C6,6,0.013285541684230674,0.3253090065428129,0.040839759787458865
25005,0,h_I,C2,6,0.026824485621055903,0.19616178880073146,0.13674674249687366
25005,0,h_I,C4,6,0.03404207139280964,0.32806982487585723,0.10376471351902969
25005,0,h_I,C5,5,0.07417651655607876,0.5444420768082426,0.13624317391188695
25005,0,h_T,C3,5,0.026298943653323192,0.3028119358026526,0.08684909854464859
25005,0,h_T,C7,6,0.03408525932197741,0.4188945533207485,0.08136954527422408
25005,1,h_D,C1,6,0.05601890434127889,0.5591158993057702,0.10019193589428595
