seed,tau,criterion,active_alternatives,NS,LRV50,LRV_max,NSV_vector,pass_num_NS,pass_num_LRV,pass_num_NSV
27002,0.1,C5,5,0.0009042712230888927,0.04666737314501856,0.12751821277423503,0.04416446245226039,True,True,True
27002,0.1,C6,6,0.003938461768473012,0.08149598112342893,0.32880935610393075,0.07930929885990687,True,True,True
27002,0.1,C7,6,0.0015257361421905369,0.10167678564485931,0.22540597266964651,0.04915514165801476,True,True,True
27002,0.2,C1,6,0.0009682671846490409,0.05874549166746183,0.20355497666738234,0.0457128477286706,True,True,True
27002,0.2,C2,6,0.0008726324782202255,0.057302208741553666,0.1335783707762121,0.03901201190266202,True,True,True
27002,0.2,C3,5,0.003186249457334367,0.12900813165137118,0.4370850976235528,0.0720286187598626,True,True,True
27002,0.2,C4,6,0.0029568243369704206,0.07810620490710624,0.20262069970631724,0.07032936050971471,True,True,True
27002,0.2,C5,5,0.0010104170219580322,0.04906162936074927,0.13452453947299772,0.047438762151972964,True,True,True
27002,0.2,C6,6,0.004248821048694396,0.08761230494520353,0.3374638190218592,0.08101863395470522,True,True,True
27002,0.2,C7,6,0.0016294558288265648,0.10346789979496909,0.22945704060878083,0.04975283272791084,True,True,True
27002,0.3,C1,6,0.001045927717983175,0.062264412966146286,0.20765776674585598,0.046700711492023504,True,True,True
27002,0.3,C2,6,0.0009437035468896626,0.05821144175181294,0.13833214732640595,0.04001262136302318,True,True,True
27002,0.3,C3,5,0.003458350171576252,0.13748892120946593,0.4498214283473076,0.07449632793876895,True,True,True
27002,0.3,C4,6,0.0031768555293494316,0.0784317881218768,0.2066747782708942,0.0711830333305697,True,True,True
27002,0.3,C5,5,0.0011225264741985264,0.05249116009421156,0.14139929261078948,0.050674080058450886,True,True,True
27002,0.3,C6,6,0.004570990943354003,0.09362393551115093,0.34618514913236026,0.0827555247176658,True,True,True
27002,0.3,C7,6,0.001736597545025087,0.10528341717427822,0.23361442583908848,0.05035962382447584,True,True,True
27002,0.4,C1,6,0.0011270155788971614,0.06558788598427974,0.21179417750816168,0.04771028273541981,True,True,True
27002,0.4,C2,6,0.0010182324609318005,0.05913499205701902,0.14302621094102527,0.0410416192181085,True,True,True
27002,0.4,C3,5,0.0037440218763210575,0.14575335337818396,0.46264944683062936,0.07704284646412228,True,True,True
27002,0.4,C4,6,0.0034065192149488333,0.07881807030651126,0.21078378726145028,0.07205691607777677,True,True,True
27002,0.4,C5,5,0.001240517786947004,0.05586294283730401,0.14814667571149656,0.053866642099777526,True,True,True
27002,0.4,C6,6,0.004904649895699942,0.09953124638273445,0.3549900880908602,0.08451338221703036,True,True,True
27002,0.4,C7,6,0.0018471022335432297,0.10712338206536376,0.237884330519263,0.05097474888000378,True,True,True
27002,0.5,C1,6,0.0012115374840238058,0.06792177732850904,0.21596615517512094,0.048739506381123086,True,True,True
27002,0.5,C2,6,0.001096247977950382,0.06109207055425389,0.14766288912471298,0.04209648418470307,True,True,True
27002,0.5,C3,5,0.004043134708944129,0.15380849457212165,0.4756102807852494,0.07965409944018018,True,True,True
27002,0.5,C4,6,0.0036458726729997615,0.07926735253638703,0.2149513137277264,0.07295031083970484,True,True,True
27002,0.5,C5,5,0.0013643091150137288,0.059177294479781345,0.15477087065309625,0.05701389311142873,True,True,True
27002,0.5,C6,6,0.005249469094640413,0.10533548536103683,0.36389638638096633,0.08628643272971832,True,True,True
27002,0.5,C7,6,0.0019609100613006136,0.10898788022675351,0.24227341667182958,0.05159749509735246,True,True,True
27002,0.6,C1,6,0.0012994997598922975,0.07024149676918266,0.22017576875830133,0.049786484334541206,True,True,True
27002,0.6,C2,6,0.0011777785824395037,0.06469603421442288,0.15224442274396788,0.04317489062579608,True,True,True
27002,0.6,C3,5,0.004355551046270945,0.16166189187792307,0.48874773480136247,0.08231769915033278,True,True,True
27002,0.6,C4,6,0.0038949679544947324,0.08000991380145403,0.21918117607891505,0.07386254221838308,True,True,True
27002,0.6,C5,5,0.0014938185767094936,0.06243496622406977,0.16127598595026274,0.06011414253179683,True,True,True
