seed,tau,factor,criterion,pathway,active_alternatives,RE,base_IQR,SRE
27005,0.2,h_D,C4,h_D->C4,6,0.04534544821305019,0.1226165529565385,0.36981506264291325
27005,0.2,h_D,C6,h_D->C6,6,0.040145797760858117,0.07723881788621818,0.5197619391259691
27005,0.2,h_D,C7,h_D->C7,6,0.03265995552317707,0.09856261132610247,0.33136252259781923
27005,0.2,h_E,C6,h_E->C6,6,0.02499565231700857,0.07723881788621818,0.3236151588118098
27005,0.2,h_I,C2,h_I->C2,6,0.0402172604579919,0.16167406045780325,0.24875518276625336
27005,0.2,h_I,C4,h_I->C4,6,0.044339717447582555,0.1226165529565385,0.36161281962425723
27005,0.2,h_I,C5,h_I->C5,5,0.09658423041254836,0.17238536214482045,0.560280926467805
27005,0.2,h_T,C3,h_T->C3,5,0.032807897406893764,0.10345600697424072,0.31711930864242044
27005,0.2,h_T,C7,h_T->C7,6,0.047581581830220404,0.09856261132610247,0.4827548822982184
27005,0.3,h_D,C1,h_D->C1,6,0.0808683896640134,0.12639914327958673,0.6397859001662531
27005,0.3,h_D,C2,h_D->C2,6,0.061101945457973414,0.16231912941713508,0.37643095842742247
27005,0.3,h_D,C3,h_D->C3,5,0.050836048854562915,0.10335315994626836,0.49186738828788484
27005,0.3,h_D,C4,h_D->C4,6,0.04528161822167384,0.12216893514101998,0.37064756412122674
27005,0.3,h_D,C6,h_D->C6,6,0.03985384959209677,0.07757227063489909,0.5137641229964603
27005,0.3,h_D,C7,h_D->C7,6,0.032632548999717056,0.09851535374503917,0.3312432809594317
27005,0.3,h_E,C6,h_E->C6,6,0.0249519273925448,0.07757227063489909,0.321660397304362
27005,0.3,h_I,C2,h_I->C2,6,0.04013676095749119,0.16231912941713508,0.24727067660705995
27005,0.3,h_I,C4,h_I->C4,6,0.04424469071155978,0.12216893514101998,0.3621599112747102
27005,0.3,h_I,C5,h_I->C5,5,0.09631336844618846,0.17275822666389115,0.5575038034687223
27005,0.3,h_T,C3,h_T->C3,5,0.03268518632131941,0.10335315994626836,0.316247576155346
27005,0.3,h_T,C7,h_T->C7,6,0.04755243218644357,0.09851535374503917,0.48269056932006826
27005,0.4,h_D,C1,h_D->C1,6,0.08068798102144237,0.1267919193077198,0.6363810995318946
27005,0.4,h_D,C2,h_D->C2,6,0.06102522147704548,0.16304279179190911,0.374289600944502
27005,0.4,h_D,C3,h_D->C3,5,0.05065228207018857,0.10308137014847174,0.49138153670969753
27005,0.4,h_D,C4,h_D->C4,6,0.04524454290933512,0.12188882877924746,0.37119515678427095
27005,0.4,h_D,C6,h_D->C6,6,0.03964522767621287,0.07774229905258641,0.5099569752739895
27005,0.4,h_D,C7,h_D->C7,6,0.03261479236063809,0.09832199514893622,0.33171410233185494
27005,0.4,h_E,C6,h_E->C6,6,0.024873334836073506,0.07774229905258641,0.31994596428038163
27005,0.4,h_I,C2,h_I->C2,6,0.04009074574277603,0.16304279179190911,0.2458909425060496
27005,0.4,h_I,C4,h_I->C4,6,0.04421121413328454,0.12188882877924746,0.3627175236296071
27005,0.4,h_I,C5,h_I->C5,5,0.09610180598063386,0.17304522138157788,0.5553566010827119
27005,0.4,h_T,C3,h_T->C3,5,0.03264767595329805,0.10308137014847174,0.3167175204011911
27005,0.4,h_T,C7,h_T->C7,6,0.047541872316605796,0.09832199514893622,0.48353242063596014
27005,0.5,h_D,C1,h_D->C1,6,0.08049184097202314,0.12686687586669093,0.634459077056235
27005,0.5,h_D,C2,h_D->C2,6,0.060933025861564266,0.16365495097255423,0.3723261991102898
27005,0.5,h_D,C3,h_D->C3,5,0.05039130153949739,0.10294269741615068,0.48950826822905835
27005,0.5,h_D,C4,h_D->C4,6,0.04511958465123282,0.1217647631490846,0.37054713928708094
27005,0.5,h_D,C6,h_D->C6,6,0.03956007424620165,0.07791062628860908,0.5077622415605939
27005,0.5,h_D,C7,h_D->C7,6,0.03260512285924615,0.0982543871020946,0.3318439391926065
27005,0.5,h_E,C6,h_E->C6,6,0.024801178168819868,0.07791062628860908,0.3183285688993055
27005,0.5,h_I,C2,h_I->C2,6,0.039954835474887165,0.16365495097255423,0.2441407072453534
27005,0.5,h_I,C4,h_I->C4,6,0.044175951989053434,0.1217647631490846,0.36279750271105204
27005,0.5,h_I,C5,h_I->C5,5,0.09580178984030988,0.17312465696621704,0.5533688356041101
27005,0.5,h_T,C3,h_T->C3,5,0.03252834933309477,0.10294269741615068,0.31598501058585443
27005,0.5,h_T,C7,h_T->C7,6,0.04750122646830236,0.0982543871020946,0.4834514556430048
27005,0.6,h_D,C1,h_D->C1,6,0.08023826967744871,0.12709165020602925,0.6313417879675218
27005,0.6,h_D,C2,h_D->C2,6,0.06079358658393888,0.1638368657805578,0.37106170393295
27005,0.6,h_D,C3,h_D->C3,5,0.050178339497308065,0.10321351255926325,0.4861605641801062
27005,0.6,h_D,C4,h_D->C4,6,0.044990894367262314,0.12173054833565175,0.3695941157090479
27005,0.6,h_D,C6,h_D->C6,6,0.03942164605728077,0.07805589621208726,0.5050437951498548
27005,0.6,h_D,C7,h_D->C7,6,0.032564861646655556,0.097993347906213,0.3323170637816177
27005,0.6,h_E,C6,h_E->C6,6,0.024741081602094338,0.07805589621208726,0.31696621014449533
27005,0.6,h_I,C2,h_I->C2,6,0.03986779653316877,0.1638368657805578,0.2433383740770782
27005,0.6,h_I,C4,h_I->C4,6,0.04408576043171845,0.12173054833565175,0.36215856277749714
27005,0.6,h_I,C5,h_I->C5,5,0.0955210809917937,0.1730432433889384,0.5520069961734649
27005,0.6,h_T,C3,h_T->C3,5,0.032492426604262485,0.10321351255926325,0.31480787542514005
27005,0.6,h_T,C7,h_T->C7,6,0.0474184403017303,0.097993347906213,0.4838944817624704
27005,0.7,h_D,C1,h_D->C1,6,0.07986631114699236,0.12711990319418232,0.6282754245365032
27005,0.7,h_D,C2,h_D->C2,6,0.06083561513703588,0.16425843409319632,0.37036524469817383
27005,0.7,h_D,C3,h_D->C3,5,0.04998392107850112,0.10318594351703748,0.4844062996794098
27005,0.7,h_D,C4,h_D->C4,6,0.044892633234244264,0.12143831961072662,0.3696743612541657
27005,0.7,h_D,C6,h_D->C6,6,0.03935679107909825,0.07836785200580003,0.5022058161768073
27005,0.7,h_D,C7,h_D->C7,6,0.03255858141708636,0.09773300910129973,0.333138022825087
27005,0.7,h_E,C6,h_E->C6,6,0.024634697327281727,0.07836785200580003,0.31434697642528414
27005,0.7,h_I,C2,h_I->C2,6,0.03986201230854185,0.16425843409319632,0.24267863338866613
27005,0.7,h_I,C4,h_I->C4,6,0.043959152873282975,0.12143831961072662,0.36198749302389127
27005,0.7,h_I,C5,h_I->C5,5,0.09527281884517108,0.17345819148353675,0.549255229918988
27005,0.7,h_T,C3,h_T->C3,5,0.03241475363379479,0.10318594351703748,0.3141392376581652
27005,0.7,h_T,C7,h_T->C7,6,0.047354078550488926,0.09773300910129973,0.4845249213694235
27005,0.8,h_D,C1,h_D->C1,6,0.07949838071130552,0.1273980143322579,0.6240158539939823
27005,0.8,h_D,C2,h_D->C2,6,0.06071881899794311,0.16479729458472347,0.3684454841967001
27005,0.8,h_D,C3,h_D->C3,5,0.04967039628000855,0.10281878725964283,0.48308677434694347
27005,0.8,h_D,C4,h_D->C4,6,0.04475865429934993,0.12222949521954546,0.36618538118470834
27005,0.8,h_D,C6,h_D->C6,6,0.03928649887028659,0.07860782049570558,0.4997785032334418
27005,0.8,h_D,C7,h_D->C7,6,0.03255064883688757,0.09771501933032095,0.33311817425444634
27005,0.8,h_E,C6,h_E->C6,6,0.024518632796913395,0.07860782049570558,0.31191085876679353
27005,0.8,h_I,C2,h_I->C2,6,0.039697203914701315,0.16479729458472347,0.24088504616835085
27005,0.8,h_I,C4,h_I->C4,6,0.043862190134408285,0.12222949521954546,0.3588511108162993
27005,0.8,h_I,C5,h_I->C5,5,0.09494432390903021,0.17366415205800945,0.5467122764447612
27005,0.8,h_T,C3,h_T->C3,5,0.03223267577873489,0.10281878725964283,0.31349013772187306
27005,0.8,h_T,C7,h_T->C7,6,0.04728818847288276,0.09771501933032095,0.4839398159718248
27005,0.9,h_D,C1,h_D->C1,6,0.07908643593959049,0.12778991629239964,0.6188785330918579
27005,0.9,h_D,C2,h_D->C2,6,0.06055669494030293,0.16519578152058814,0.3665753107163287
27005,0.9,h_D,C3,h_D->C3,5,0.049512772072182194,0.10313553753374335,0.48007479531972946
27005,0.9,h_D,C4,h_D->C4,6,0.04465791059522626,0.12175782162220984,0.3667765240858533
27005,0.9,h_D,C6,h_D->C6,6,0.0391849659171218,0.07885354865951628,0.4969334491948182
27005,0.9,h_D,C7,h_D->C7,6,0.032517887048904306,0.097677756128327,0.332909849053556
27005,0.9,h_E,C6,h_E->C6,6,0.02442990344685222,0.07885354865951628,0.3098136210968627
27005,0.9,h_I,C2,h_I->C2,6,0.03967472476035791,0.16519578152058814,0.24016790498474763
27005,0.9,h_I,C4,h_I->C4,6,0.04369013025961291,0.12175782162220984,0.35882812025674876
27005,0.9,h_I,C5,h_I->C5,5,0.0948347554471484,0.17381325964413236,0.5456128930598779
27005,0.9,h_T,C3,h_T->C3,5,0.03205241478252257,0.10313553753374335,0.3107795387377997
27005,0.9,h_T,C7,h_T->C7,6,0.04727545933782438,0.097677756128327,0.48399411709694545
27005,1.0,h_D,C1,h_D->C1,6,0.07881732676097314,0.12822916907126253,0.6146598884732402
27005,1.0,h_D,C2,h_D->C2,6,0.060422449944022766,0.16587267768519154,0.36427005813660157
27005,1.0,h_D,C3,h_D->C3,5,0.049346959152953854,0.10300904624147808,0.47905461658963044
27005,1.0,h_D,C4,h_D->C4,6,0.04455068170616407,0.12133645522311595,0.36716650098172227
27005,1.0,h_D,C6,h_D->C6,6,0.038985166593690904,0.07922870798193482,0.4920585932322406
27005,1.0,h_D,C7,h_D->C7,6,0.032471705831012235,0.09758981837890772,0.3327366150493592
27005,1.0,h_E,C6,h_E->C6,6,0.024318273923684873,0.07922870798193482,0.3069376560945916
27005,1.0,h_I,C2,h_I->C2,6,0.03958727956753035,0.16587267768519154,0.2386606409189588
27005,1.0,h_I,C4,h_I->C4,6,0.0435226403042989,0.12133645522311595,0.35869385028522455
27005,1.0,h_I,C5,h_I->C5,5,0.09459688427731197,0.17430474334391005,0.5427097534008349
27005,1.0,h_T,C3,h_T->C3,5,0.03197701783770822,0.10300904624147808,0.3104292196088869
27005,1.0,h_T,C7,h_T->C7,6,0.04720411059482764,0.09758981837890772,0.48369913356193167
