seed,p,criterion,min_active_g,max_active_g,min_headroom,max_headroom,min_shape,max_shape,min_shape_derivative,min_total_derivative_margin_vs_theta,max_class_ceiling_excess,structural_zero_max_abs,lower_bound_ok,class_ceiling_ok,headroom_nonnegative_ok,shape_bounds_ok,monotonicity_ok,derivative_floor_ok,structural_zero_ok,profile_min,profile_max,profile_mean
23003,3,C6,0.0013916081500686059,0.19960247888806637,0.021486361925995345,0.1478550449997454,1.397232057468051e-06,0.9999995571780945,0.000174290608283018,8.05619251606493e-06,-0.0003975211119336408,0.0,True,True,True,True,True,True,True,-1.0,1.0,3.700743415417188e-17
23003,3,C7,0.0005189006646898859,0.3980918858661415,0.008956776295597935,0.15428994745311045,3.687233696468873e-08,0.9999997609019605,3.323443990428779e-05,1.4656006676327937e-06,-0.0008667482405251281,0.0,True,True,True,True,True,True,True,-1.0,1.0,5.551115123125783e-17
23003,4,C1,0.00027718635285821504,0.39908828138434127,0.004999353936261497,0.127255590611535,3.764210857833318e-12,0.999999999994023,1.0809744987498636e-08,1.0163493935344547e-09,-0.00011374210094650117,0.0,True,True,True,True,True,True,True,-1.0,1.0,5.551115123125783e-17
23003,4,C2,0.0013649688601106887,0.39927927117027423,0.024095571920928593,0.11377121654387179,3.8046180402376726e-10,0.9999999999866773,2.7893472522426918e-08,1.8704477133812958e-09,-0.0002539882223312473,0.0,True,True,True,True,True,True,True,-1.0,1.0,3.700743415417188e-17
23003,4,C3,0.00048537915512016755,0.3983465114817443,0.04772022886686794,0.19513870858310575,8.399514936700792e-11,0.9999999994906466,1.1098151431922135e-07,2.165678938959026e-08,-0.0006788843137565115,0.0,True,True,True,True,True,True,True,-1.0,1.0,0.0
23003,4,C4,0.0007473307416436813,0.3993359095439234,0.06749447267494091,0.15637291365291278,5.832364013352855e-10,0.9999999999840884,3.186728750202497e-08,2.1508657632729467e-09,-0.0002906205813719698,0.0,True,True,True,True,True,True,True,-1.0,1.0,3.700743415417188e-17
23003,4,C5,0.00016373239178289883,0.3999490163406509,0.03382257843849845,0.15377289177835166,6.59352592917539e-14,0.9999999999999998,8.282720921912953e-12,4.2701953084645083e-13,-1.6519128932745986e-05,0.0,True,True,True,True,True,True,True,-1.0,1.0,0.0
23003,4,C6,0.0013915037955483382,0.199602543862472,0.021486361925995345,0.1478550449997454,1.5620372576928526e-08,0.9999999966247538,1.7712876217460876e-06,1.200857347172235e-07,-0.00039745613752800724,0.0,True,True,True,True,True,True,True,-1.0,1.0,3.700743415417188e-17
23003,4,C7,0.0005188990440741783,0.39809190786301585,0.008956776295597935,0.15428994745311045,1.2272533286130186e-10,0.9999999985159973,1.4748934785875492e-07,6.504111027538784e-09,-0.0008667338994579887,0.0,True,True,True,True,True,True,True,-1.0,1.0,5.551115123125783e-17
23003,5,C1,0.00027718635285445655,0.3989931515037616,0.004999353936261497,0.127255590611535,5.243151766713048e-15,0.9999999999999907,1.882105428916659e-11,1.769584478950037e-12,-0.00011374210018710862,0.0,True,True,True,True,True,True,True,-1.0,1.0,5.551115123125783e-17
