seed,p,dominant_alternative,dominated_alternative,contexts_dominated,context_count,dominance_share,structural_dominance
23005,2,A1,A3,0,1000,0.0,False
23005,2,A1,A4,0,1000,0.0,False
23005,2,A1,A5,0,1000,0.0,False
23005,2,A1,A6,0,1000,0.0,False
23005,2,A2,A1,0,1000,0.0,False
23005,2,A2,A3,0,1000,0.0,False
23005,2,A2,A4,0,1000,0.0,False
23005,2,A2,A5,0,1000,0.0,False
23005,2,A2,A6,0,1000,0.0,False
23005,2,A3,A1,0,1000,0.0,False
23005,2,A3,A2,0,1000,0.0,False
23005,2,A3,A4,0,1000,0.0,False
23005,2,A3,A5,0,1000,0.0,False
23005,2,A3,A6,0,1000,0.0,False
23005,2,A4,A1,0,1000,0.0,False
23005,2,A4,A2,0,1000,0.0,False
23005,2,A4,A3,0,1000,0.0,False
23005,2,A4,A5,0,1000,0.0,False
23005,2,A4,A6,0,1000,0.0,False
23005,2,A5,A1,0,1000,0.0,False
23005,2,A5,A2,0,1000,0.0,False
23005,2,A5,A3,0,1000,0.0,False
23005,2,A5,A4,0,1000,0.0,False
23005,2,A5,A6,0,1000,0.0,False
23005,2,A6,A1,0,1000,0.0,False
23005,2,A6,A2,0,1000,0.0,False
23005,2,A6,A3,0,1000,0.0,False
23005,2,A6,A4,0,1000,0.0,False
23005,2,A6,A5,0,1000,0.0,False
23005,3,A1,A2,0,1000,0.0,False
23005,3,A1,A3,0,1000,0.0,False
23005,3,A1,A4,0,1000,0.0,False
23005,3,A1,A5,0,1000,0.0,False
23005,3,A1,A6,0,1000,0.0,False
23005,3,A2,A1,0,1000,0.0,False
23005,3,A2,A3,0,1000,0.0,False
23005,3,A2,A4,0,1000,0.0,False
23005,3,A2,A5,0,1000,0.0,False
23005,3,A2,A6,0,1000,0.0,False
23005,3,A3,A1,0,1000,0.0,False
23005,3,A3,A2,0,1000,0.0,False
23005,3,A3,A4,0,1000,0.0,False
23005,3,A3,A5,0,1000,0.0,False
23005,3,A3,A6,0,1000,0.0,False
23005,3,A4,A1,0,1000,0.0,False
23005,3,A4,A2,0,1000,0.0,False
23005,3,A4,A3,0,1000,0.0,False
23005,3,A4,A5,0,1000,0.0,False
23005,3,A4,A6,0,1000,0.0,False
23005,3,A5,A1,0,1000,0.0,False
23005,3,A5,A2,0,1000,0.0,False
23005,3,A5,A3,0,1000,0.0,False
23005,3,A5,A4,0,1000,0.0,False
23005,3,A5,A6,0,1000,0.0,False
23005,3,A6,A1,0,1000,0.0,False
23005,3,A6,A2,0,1000,0.0,False
23005,3,A6,A3,0,1000,0.0,False
23005,3,A6,A4,0,1000,0.0,False
23005,3,A6,A5,0,1000,0.0,False
23005,4,A1,A2,0,1000,0.0,False
23005,4,A1,A3,0,1000,0.0,False
23005,4,A1,A4,0,1000,0.0,False
23005,4,A1,A5,0,1000,0.0,False
23005,4,A1,A6,0,1000,0.0,False
23005,4,A2,A1,0,1000,0.0,False
23005,4,A2,A3,0,1000,0.0,False
23005,4,A2,A4,0,1000,0.0,False
23005,4,A2,A5,0,1000,0.0,False
23005,4,A2,A6,0,1000,0.0,False
23005,4,A3,A1,0,1000,0.0,False
23005,4,A3,A2,0,1000,0.0,False
23005,4,A3,A4,0,1000,0.0,False
23005,4,A3,A5,0,1000,0.0,False
23005,4,A3,A6,0,1000,0.0,False
23005,4,A4,A1,0,1000,0.0,False
23005,4,A4,A2,0,1000,0.0,False
23005,4,A4,A3,0,1000,0.0,False
23005,4,A4,A5,0,1000,0.0,False
23005,4,A4,A6,0,1000,0.0,False
23005,4,A5,A1,0,1000,0.0,False
23005,4,A5,A2,0,1000,0.0,False
23005,4,A5,A3,0,1000,0.0,False
23005,4,A5,A4,0,1000,0.0,False
23005,4,A5,A6,0,1000,0.0,False
23005,4,A6,A1,0,1000,0.0,False
23005,4,A6,A2,0,1000,0.0,False
23005,4,A6,A3,0,1000,0.0,False
23005,4,A6,A4,0,1000,0.0,False
23005,4,A6,A5,0,1000,0.0,False
23005,5,A1,A2,0,1000,0.0,False
23005,5,A1,A3,0,1000,0.0,False
23005,5,A1,A4,0,1000,0.0,False
23005,5,A1,A5,0,1000,0.0,False
23005,5,A1,A6,0,1000,0.0,False
23005,5,A2,A1,0,1000,0.0,False
23005,5,A2,A3,0,1000,0.0,False
23005,5,A2,A4,0,1000,0.0,False
23005,5,A2,A5,0,1000,0.0,False
23005,5,A2,A6,0,1000,0.0,False
23005,5,A3,A1,0,1000,0.0,False
23005,5,A3,A2,0,1000,0.0,False
23005,5,A3,A4,0,1000,0.0,False
23005,5,A3,A5,0,1000,0.0,False
23005,5,A3,A6,0,1000,0.0,False
23005,5,A4,A1,0,1000,0.0,False
23005,5,A4,A2,0,1000,0.0,False
23005,5,A4,A3,0,1000,0.0,False
23005,5,A4,A5,0,1000,0.0,False
23005,5,A4,A6,0,1000,0.0,False
23005,5,A5,A1,0,1000,0.0,False
23005,5,A5,A2,0,1000,0.0,False
23005,5,A5,A3,0,1000,0.0,False
23005,5,A5,A4,0,1000,0.0,False
23005,5,A5,A6,0,1000,0.0,False
23005,5,A6,A1,0,1000,0.0,False
23005,5,A6,A2,0,1000,0.0,False
23005,5,A6,A3,0,1000,0.0,False
23005,5,A6,A4,0,1000,0.0,False
23005,5,A6,A5,0,1000,0.0,False
