seed,kappa,criterion,min_active_g,max_active_g,max_active_theta,max_g_minus_max_theta,structural_zero_max_abs,lower_bound_ok,upper_bound_ok,structural_zero_ok,curvature_mean
21003,0.2,C5,2.7051316920187768e-05,0.3205025833315245,0.3207261443759313,-0.0002235610444067948,0.0,True,True,True,0.0
21003,0.2,C6,0.0005016116704373305,0.1888203762784965,0.18979706222413467,-0.0009766859456381838,0.0,True,True,True,5.551115123125783e-17
21003,0.2,C7,0.0008047606621645578,0.39139312463865233,0.3978554839536777,-0.006462359315025368,0.0,True,True,True,5.551115123125783e-17
21003,0.3,C1,0.0002545765233875092,0.358141408002001,0.35826196806740024,-0.00012056006539923336,0.0,True,True,True,5.551115123125783e-17
21003,0.3,C2,0.00041321535018259335,0.3929665750747292,0.3931708596862976,-0.00020428461156840605,0.0,True,True,True,5.551115123125783e-17
21003,0.3,C3,0.0014574766623422595,0.37871486373023727,0.38431029622442126,-0.005595432494183983,0.0,True,True,True,0.0
21003,0.3,C4,0.0004530007728356271,0.3894020226603469,0.389715891768332,-0.0003138691079850875,0.0,True,True,True,3.700743415417188e-17
21003,0.3,C5,2.8280555166564657e-05,0.3205025833315245,0.3207261443759313,-0.0002235610444067948,0.0,True,True,True,0.0
21003,0.3,C6,0.0004912353663811081,0.18873927705460744,0.18979706222413467,-0.0010577851695272311,0.0,True,True,True,5.551115123125783e-17
21003,0.3,C7,0.0008711319043052649,0.3917266237982854,0.3978554839536777,-0.006128860155392324,0.0,True,True,True,5.551115123125783e-17
21003,0.4,C1,0.00021856267155933716,0.3581352793108465,0.35826196806740024,-0.00012668875655375,0.0,True,True,True,5.551115123125783e-17
21003,0.4,C2,0.0004341096293099995,0.39297091900015046,0.3931708596862976,-0.00019994068614714866,0.0,True,True,True,5.551115123125783e-17
21003,0.4,C3,0.0012948618017986466,0.37871486373023727,0.38431029622442126,-0.005595432494183983,0.0,True,True,True,0.0
21003,0.4,C4,0.0004759248128981919,0.3893778903919577,0.389715891768332,-0.0003380013763742973,0.0,True,True,True,3.700743415417188e-17
21003,0.4,C5,2.9509793412941546e-05,0.3205025833315245,0.3207261443759313,-0.0002235610444067948,0.0,True,True,True,0.0
21003,0.4,C6,0.0004808590623248856,0.18865817783071842,0.18979706222413467,-0.0011388843934162507,0.0,True,True,True,5.551115123125783e-17
21003,0.4,C7,0.0009375031464459719,0.3920601229579184,0.3978554839536777,-0.00579536099575928,0.0,True,True,True,5.551115123125783e-17
21003,0.5,C1,0.00018254881973116526,0.35812915061969197,0.35826196806740024,-0.00013281744770826664,0.0,True,True,True,5.551115123125783e-17
21003,0.5,C2,0.00045500390843740564,0.39297526292557183,0.3931708596862976,-0.00019559676072578025,0.0,True,True,True,5.551115123125783e-17
21003,0.5,C3,0.0010840614399455584,0.37871486373023727,0.38431029622442126,-0.005595432494183983,0.0,True,True,True,0.0
21003,0.5,C4,0.0004988488529607567,0.38935375812356854,0.389715891768332,-0.00036213364476345156,0.0,True,True,True,3.700743415417188e-17
21003,0.5,C5,2.543699439432564e-05,0.3205025833315245,0.3207261443759313,-0.0002235610444067948,0.0,True,True,True,0.0
21003,0.5,C6,0.00047048275826866307,0.18857707860682935,0.18979706222413467,-0.0012199836173053258,0.0,True,True,True,5.551115123125783e-17
