seed,rotation,factor,criterion,active_alternatives,re,sre,base_iqr
21004,4,h_I,C2,6,0.025514376664875625,0.2501801658868878,0.10198401049970157
21004,4,h_I,C4,6,0.0288532383574521,0.3176208775453232,0.0908417563106104
21004,4,h_I,C5,5,0.06227780452463261,0.4427251802581374,0.1406692171605823
21004,4,h_T,C3,5,0.01857302173209767,0.18683252976622533,0.09940999972087503
21004,4,h_T,C7,6,0.029073686144512723,0.29280093591183126,0.09929505878688392
21004,5,h_D,C1,6,0.04555098100814518,0.5435097383439611,0.08380895096082833
21004,5,h_D,C2,6,0.03981933991177055,0.38534509310405823,0.103334233714071
21004,5,h_D,C3,5,0.029204961092276594,0.28180244962495915,0.10363629248383978
21004,5,h_D,C4,6,0.027732819711726288,0.3221007840661497,0.08609982056333246
21004,5,h_D,C6,6,0.020718379329754833,0.4526175700896156,0.045774580348703874
21004,5,h_D,C7,6,0.021900959273403374,0.21025741973164744,0.10416259888067406
21004,5,h_E,C6,6,0.013943119099089019,0.30460397435799147,0.045774580348703874
21004,5,h_I,C2,6,0.02717736998247177,0.263004514625902,0.103334233714071
21004,5,h_I,C4,6,0.028657282675051833,0.3328378908018693,0.08609982056333246
21004,5,h_I,C5,5,0.07064935892766958,0.4942324257136486,0.14294764012126673
21004,5,h_T,C3,5,0.019769704351859506,0.1907604361160592,0.10363629248383978
21004,5,h_T,C7,6,0.03274378411641486,0.31435260321807956,0.10416259888067406
21005,0,h_D,C1,6,0.04047340860345537,0.545416553755649,0.07420641768977618
21005,0,h_D,C2,6,0.04491250320219649,0.33241432671222587,0.13511001058851846
21005,0,h_D,C3,5,0.03033776360321993,0.27317689652785915,0.11105537835939519
21005,0,h_D,C4,6,0.024158468495375007,0.2692027438671171,0.08974079590745486
21005,0,h_D,C6,6,0.02212867117864962,0.4709502254133642,0.04698728227331415
21005,0,h_D,C7,6,0.019123639143327292,0.2533024650284808,0.07549724848087747
21005,0,h_E,C6,6,0.014848334665676026,0.31600752260985626,0.04698728227331415
21005,0,h_I,C2,6,0.029886329310316102,0.22119996275564363,0.13511001058851846
21005,0,h_I,C4,6,0.024073187576880394,0.2682524411911568,0.08974079590745486
21005,0,h_I,C5,5,0.07670321616902005,0.45982194828916145,0.16681068934170365
21005,0,h_T,C3,5,0.020016071785273502,0.18023505102398243,0.11105537835939519
21005,0,h_T,C7,6,0.0284473549682185,0.37679989059531177,0.07549724848087747
21005,1,h_D,C1,6,0.04632377977346462,0.5536311790428172,0.08367263536891292
21005,1,h_D,C2,6,0.04666922965127743,0.357852064751699,0.13041486761659937
21005,1,h_D,C3,5,0.029621329774054767,0.30861599002430967,0.09598118934606363
21005,1,h_D,C4,6,0.024260171808126143,0.2836443302209386,0.08553025469941727
21005,1,h_D,C6,6,0.020557788284619943,0.4248970983092783,0.04838298111706858
21005,1,h_D,C7,6,0.01746065288362441,0.23338160495457047,0.07481589171001664
21005,1,h_E,C6,6,0.01430334223648701,0.295627551381811,0.04838298111706858
21005,1,h_I,C2,6,0.031301414452490496,0.2400141565474886,0.13041486761659937
21005,1,h_I,C4,6,0.024364527071393558,0.2848644278768258,0.08553025469941727
